ticker,sector,industry
RFL,Real Estate,Real Estate Services
FINW,Financial Services,Banks - Regional
EBIZ,その他,
BRFH,Consumer Defensive,Beverages - Non-Alcoholic
PLRX,Healthcare,Biotechnology
UG,Consumer Defensive,Household & Personal Products
STXS,Healthcare,Medical Instruments & Supplies
MOGU,Consumer Cyclical,Internet Retail
BYSI,Healthcare,Biotechnology
MGIH,Consumer Cyclical,Packaging & Containers
CTRM,Industrials,Marine Shipping
KBAB,その他,
TCRT,Healthcare,Biotechnology
FPH,Real Estate,Real Estate - Development
XELB,Consumer Cyclical,Apparel Manufacturing
CPHC,Consumer Cyclical,Resorts & Casinos
OTLY,Consumer Defensive,Packaged Foods
HCM,Healthcare,Drug Manufacturers - Specialty & Generic
JYNT,Healthcare,Medical Care Facilities
SINT,Healthcare,Medical Devices
MDIA,Communication Services,Broadcasting
SAMG,Financial Services,Asset Management
MHH,Industrials,Staffing & Employment Services
MEGL,Financial Services,Capital Markets
HTT,Financial Services,Credit Services
XBIT,Healthcare,Biotechnology
CEPO,Financial Services,Shell Companies
CBAT,Industrials,Electrical Equipment & Parts
RDIB,Communication Services,Entertainment
KWY,Financial Services,Asset Management
KYNB,Healthcare,Biotechnology
LMNR,Consumer Defensive,Farm Products
MGX,Healthcare,Biotechnology
GTIM,Consumer Cyclical,Restaurants
AOUT,Consumer Cyclical,Leisure
VHI,Basic Materials,Chemicals
UFI,Consumer Cyclical,Textile Manufacturing
TULP,Communication Services,Advertising Agencies
COYA,Healthcare,Biotechnology
ADXN,Healthcare,Biotechnology
MIRA,Healthcare,Drug Manufacturers - General
HKD,Technology,Software - Application
RMTI,Healthcare,Drug Manufacturers - Specialty & Generic
MNTK,Basic Materials,Specialty Chemicals
BMRA,Healthcare,Medical Devices
FLL,Consumer Cyclical,Resorts & Casinos
SCWO,Industrials,Pollution & Treatment Controls
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BOLT,Healthcare,Biotechnology
KTTA,Healthcare,Biotechnology
BGI,Consumer Cyclical,Luxury Goods
VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ENLV,Healthcare,Biotechnology
RDI,Communication Services,Entertainment
FEBO,Technology,Consumer Electronics
AIFU,Financial Services,Insurance Brokers
GNE,Utilities,Utilities - Regulated Electric
IH,Consumer Defensive,Education & Training Services
NHTC,Consumer Cyclical,Internet Retail
UCL,Communication Services,Telecom Services
WPRT,Consumer Cyclical,Auto Parts
KPLT,Technology,Software - Infrastructure
CSPI,Technology,Information Technology Services
ELUT,Healthcare,Medical Devices
TRSG,Industrials,Metal Fabrication
NTRB,Healthcare,Biotechnology
CNTY,Consumer Cyclical,Resorts & Casinos
KOSS,Technology,Consumer Electronics
PHUN,Technology,Software - Application
TOPP,Industrials,Trucking
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic
VYNE,Healthcare,Biotechnology
XPON,Industrials,Electrical Equipment & Parts
GENK,Consumer Cyclical,Restaurants
BRIA,Consumer Cyclical,Apparel Retail
AIMD,Technology,Scientific & Technical Instruments
RPID,Healthcare,Medical Devices
MRT,Technology,Software - Application
MNDO,Technology,Software - Application
UEIC,Technology,Consumer Electronics
RENT,Consumer Cyclical,Apparel Retail
BLIN,Technology,Software - Infrastructure
INTS,Healthcare,Biotechnology
LEXX,Healthcare,Biotechnology
PETS,Healthcare,Pharmaceutical Retailers
HGBL,Financial Services,Capital Markets
INCR,Healthcare,Drug Manufacturers - Specialty & Generic
GAIA,Communication Services,Entertainment
GHG,Consumer Cyclical,Lodging
EBON,Technology,Computer Hardware
JG,Technology,Software - Application
CLRO,Technology,Communication Equipment
INTZ,Technology,Software - Infrastructure
DRIO,Healthcare,Health Information Services
CTSO,Healthcare,Medical Devices
OMSE,Energy,Oil & Gas Equipment & Services
NRSN,Healthcare,Biotechnology
CINT,Technology,Software - Infrastructure
NVX,Industrials,Electrical Equipment & Parts
INLX,Technology,Software - Application
GDTC,Healthcare,Biotechnology
FTHM,Real Estate,Real Estate Services
LSF,Consumer Defensive,Packaged Foods
MBIO,Healthcare,Biotechnology
NRDY,Technology,Software - Application
HSCS,Healthcare,Medical Devices
LITS,Healthcare,Biotechnology
LUNG,Healthcare,Medical Devices
SMXT,Technology,Solar
WVVI,Consumer Defensive,Beverages - Wineries & Distilleries
VERU,Healthcare,Biotechnology
NCTY,Financial Services,Capital Markets
LFWD,Healthcare,Medical Devices
IPDN,Industrials,Staffing & Employment Services
STSS,Healthcare,Medical Instruments & Supplies
PCSA,Healthcare,Biotechnology
REFR,Technology,Electronic Components
BMGL,Healthcare,Medical Care Facilities
REE,Consumer Cyclical,Auto Parts
AQMS,Industrials,Waste Management
AMCI,Technology,Computer Hardware
HIHO,Industrials,Metal Fabrication
TEAD,Communication Services,Internet Content & Information
IMTE,Technology,Electronic Components
YHGJ,Consumer Cyclical,Packaging & Containers
MYSZ,Technology,Software - Application
TIL,Healthcare,Biotechnology
HOWL,Healthcare,Biotechnology
INAB,Healthcare,Biotechnology
LPA,Real Estate,Real Estate - Development
CMMB,Healthcare,Biotechnology
UFG,Industrials,Marine Shipping
CRVO,Healthcare,Biotechnology
SWVL,Industrials,Railroads
CALC,Healthcare,Biotechnology
AIXC,Technology,Software - Infrastructure
JFIN,Financial Services,Credit Services
SNTI,Healthcare,Biotechnology
HYFM,Industrials,Farm & Heavy Construction Machinery
MERC,Basic Materials,Paper & Paper Products
DUO,Real Estate,Real Estate Services
XYF,Financial Services,Credit Services
DH,Healthcare,Health Information Services
XCUR,Healthcare,Biotechnology
GTEC,Consumer Cyclical,Auto Parts
NCNA,Healthcare,Biotechnology
SORA,Consumer Cyclical,Luxury Goods
CISO,Technology,Software - Infrastructure
BBLG,Healthcare,Biotechnology
GELS,Healthcare,Drug Manufacturers - Specialty & Generic
AREN,Communication Services,Internet Content & Information
SEAT,Communication Services,Internet Content & Information
EXOD,Technology,Software - Infrastructure
LPSN,Technology,Software - Application
AMBR,Technology,Software - Infrastructure
CSAI,Technology,Software - Infrastructure
JSPR,Healthcare,Biotechnology
NEON,Technology,Electronic Components
TAOP,Technology,Software - Infrastructure
ZSTK,Financial Services,Asset Management
BIVI,Healthcare,Biotechnology
VSEE,Healthcare,Health Information Services
TGL,Technology,Software - Application
TVRD,Healthcare,Biotechnology
RAY,Consumer Defensive,Household & Personal Products
NVNO,Healthcare,Medical Devices
STKH,Consumer Defensive,Packaged Foods
NXTS,Basic Materials,Agricultural Inputs
GRI,Healthcare,Biotechnology
APVO,Healthcare,Biotechnology
ARBK,Financial Services,Capital Markets
REVB,Healthcare,Biotechnology
HSDT,Financial Services,Asset Management
GIBO,Communication Services,Internet Content & Information
